ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000184990,test,104710951,104842023,104753100,14
ENSG00000166329,train,57636312,57767384,57745312,17
ENSG00000099889,test,19971143,20102215,20016808,22
ENSG00000244122,valid,233614520,233745592,233681938,2
ENSG00000114742,train,38945063,39076135,39051998,3
ENSG00000221968,train,61838156,61969228,61892051,11
ENSG00000065243,train,88592935,88724007,88684222,1
ENSG00000102871,train,67109966,67241038,67160298,16
ENSG00000163938,train,52589655,52720727,52681156,3
ENSG00000111837,train,10752637,10883709,10838555,6
ENSG00000110330,train,102273477,102404549,102347211,11
ENSG00000146938,test,6190809,6321881,6228863,X
ENSG00000206026,train,75362997,75494069,75427703,18
ENSG00000126453,train,49596470,49727542,49665142,19
ENSG00000166862,train,36655787,36786859,36703558,22
ENSG00000070759,train,45428793,45559865,45491166,1
ENSG00000166508,train,100048111,100179183,100101940,7
ENSG00000277858,na,na,na,155380787,X
ENSG00000196535,train,29100747,29231819,29180412,17
ENSG00000159496,train,23601586,23732658,23688136,22
ENSG00000175785,test,93700807,93831879,93788481,14
ENSG00000239998,test,54509385,54640457,54572920,19
ENSG00000082175,train,101027096,101158168,101130524,11
ENSG00000146192,train,36932027,37063099,37005646,6
ENSG00000145734,train,71429482,71560554,71455615,5
ENSG00000182952,train,26430798,26561870,26538405,6
ENSG00000047662,train,17719588,17850660,17781512,4
ENSG00000163840,train,122503535,122634607,122564238,3
ENSG00000183072,train,173145059,173276131,173235357,5
ENSG00000137841,train,40260696,40391768,40307935,15
ENSG00000164073,train,127865930,127997002,127966034,4
ENSG00000197959,train,171757685,171888757,171841498,1
ENSG00000183873,train,38551469,38682541,38649673,3
ENSG00000176566,train,87813390,87944462,87874068,8
ENSG00000256762,train,45894091,46025163,45999250,17
ENSG00000105204,test,39741975,39873047,39834201,19
ENSG00000169894,train,100900898,101031970,100949555,7
ENSG00000162753,train,173528858,173659930,173603094,1
ENSG00000164900,train,151113491,151244563,151174745,7
ENSG00000146540,valid,1043065,1174137,1138260,7
ENSG00000135914,valid,231091362,231222434,231125118,2
ENSG00000138162,train,121931639,122062711,121989174,10
ENSG00000100146,train,37902168,38033240,37987422,22
ENSG00000087502,train,29311107,29442179,29381189,12
ENSG00000167601,test,41118243,41249315,41219203,19
ENSG00000122367,train,86573778,86704850,86668449,10
ENSG00000175643,train,11161830,11292902,11249619,16
ENSG00000104818,train,48940480,49071552,49031912,19
ENSG00000133872,train,29996075,30127147,30083208,8
ENSG00000132026,train,12779282,12910354,12835428,19
ENSG00000129514,test,37503197,37634269,37596059,14
ENSG00000008056,na,na,na,47619943,X
ENSG00000213676,train,32077701,32208773,32128253,6
ENSG00000162456,train,46478377,46609449,46551527,1
ENSG00000197451,train,178130583,178261655,178204507,5
ENSG00000079337,train,47712320,47843392,47771040,12
ENSG00000158636,train,76369215,76500287,76444923,11
ENSG00000262576,train,141290431,141421503,141355025,5
ENSG00000134313,train,8734667,8865739,8837630,2
ENSG00000133863,train,30783263,30914335,30890606,8
ENSG00000166557,train,79226502,79357574,79311062,15
ENSG00000136868,train,113155867,113286939,113221562,9
ENSG00000104490,train,102048373,102179445,102124907,8
ENSG00000174156,train,52806985,52938057,52909685,6
ENSG00000144741,train,66037450,66168522,66133610,3
ENSG00000149177,test,47919718,48050790,47980558,11
ENSG00000182938,train,74888849,75019921,74935719,17
ENSG00000130066,valid,23744246,23875318,23783173,X
ENSG00000163564,train,158834682,158965754,158930796,1
ENSG00000165025,train,90721009,90852081,90801787,9
ENSG00000129538,test,20758603,20889675,20803278,14
ENSG00000204767,train,169930708,170061780,169980740,5
ENSG00000130348,train,106550615,106681687,106629578,6
ENSG00000214575,train,82572051,82703123,82648861,15
ENSG00000186469,test,51724633,51855705,51826195,14
ENSG00000205076,test,38709774,38840846,38773492,19
ENSG00000037241,train,172882663,173013735,172958729,5
ENSG00000182372,train,1647503,1778575,1755778,8
ENSG00000198765,train,114766936,114898008,114854803,1
ENSG00000171227,train,119334085,119465157,119429901,2
ENSG00000177311,train,141264849,141395921,141324213,3
ENSG00000048405,train,127337295,127468367,127431924,7
ENSG00000169906,na,na,na,16650158,X
ENSG00000120341,train,177923991,178055063,177984303,1
ENSG00000119125,train,72025294,72156366,72114595,9
ENSG00000174903,train,66167690,66298762,66268533,11
ENSG00000101846,na,na,na,7219456,X
ENSG00000253506,train,61506653,61637725,61591202,17
ENSG00000129355,test,10467446,10598518,10569059,19
ENSG00000243725,train,54612653,54743725,54715822,1
ENSG00000259316,train,64335529,64466601,64381510,15
ENSG00000143545,train,153914757,154045829,153986358,1
ENSG00000256463,train,78905343,79036415,78980275,18
ENSG00000075142,train,88174692,88305764,88226993,7
ENSG00000196296,train,28785529,28916601,28878405,16
ENSG00000090971,test,55426897,55557969,55485004,19
ENSG00000011007,train,23671459,23802531,23743155,1
ENSG00000131323,na,na,na,102777476,14
ENSG00000188580,train,123737553,123868625,123804141,6
ENSG00000100142,train,37902168,38033240,37952607,22
ENSG00000138658,train,112581363,112712435,112636995,4
ENSG00000177710,train,11255583,11386655,11330888,8
ENSG00000106723,train,88293846,88424918,88388419,9
ENSG00000169330,train,79357700,79488772,79432516,15
ENSG00000059691,train,151678367,151809439,151761023,4
ENSG00000181409,train,81055155,81186227,81166077,17
ENSG00000043093,train,182920214,183051286,182985953,3
ENSG00000131152,train,87248859,87379931,87334273,16
ENSG00000106683,train,74005308,74136380,74082933,7
ENSG00000148481,train,15753760,15884832,15860520,10
ENSG00000126970,valid,64992543,65123615,65034713,X
ENSG00000160703,train,119066821,119197893,119166568,11
ENSG00000137806,train,41310280,41441352,41402519,15
ENSG00000166118,train,133760997,133892069,133845538,11
ENSG00000168685,train,35751471,35882543,35852695,5
ENSG00000267385,train,4455133,4586205,4540067,19
ENSG00000132406,train,4196710,4327782,4248212,4
ENSG00000101224,train,3676931,3808003,3786772,20
ENSG00000172602,train,48761904,48892976,48865898,12
ENSG00000137504,train,85618674,85749746,85682908,11
ENSG00000146109,train,26496397,26627469,26596952,6
ENSG00000172216,valid,50085310,50216382,50190734,20
ENSG00000126883,train,131064394,131195466,131125561,9
ENSG00000143322,train,179170372,179301444,179229684,1
ENSG00000102393,valid,101348956,101480028,101407925,X
ENSG00000104901,train,49268475,49399547,49361783,19
ENSG00000138735,train,119534857,119665929,119628991,4
ENSG00000270946,na,na,na,135871812,X
ENSG00000143164,train,167887344,168018416,167935783,1
ENSG00000231861,train,98428702,98559774,98497604,3
ENSG00000255378,na,na,na,7781413,8
ENSG00000118434,train,87992736,88123808,88047789,6
ENSG00000182261,train,7866281,7997353,7965426,11
ENSG00000081479,train,169253856,169384928,169362685,2
ENSG00000163825,train,46423349,46554421,46497491,3
ENSG00000119820,train,32217874,32348946,32277910,2
ENSG00000081760,train,124987942,125119014,125065379,12
ENSG00000144580,valid,218475572,218606644,218568580,2
ENSG00000149305,train,113818901,113949973,113904677,11
ENSG00000145425,train,151022377,151153449,151099573,4
ENSG00000124900,valid,55841353,55972425,55883297,11
ENSG00000100298,train,39017351,39148423,39097224,22
ENSG00000225830,train,49444744,49575816,49539538,10
ENSG00000170262,train,32227855,32358927,32291813,21
ENSG00000161547,train,76660022,76791094,76737374,17
ENSG00000152518,train,43172907,43303979,43226609,2
ENSG00000089154,train,120133616,120264688,120194710,12
ENSG00000164885,train,150982293,151113365,151058530,7
ENSG00000110876,train,108588192,108719264,108633959,12
ENSG00000156697,test,129875123,130006195,129906121,X
ENSG00000146755,na,na,na,73328082,7
ENSG00000144668,train,37370687,37501759,37452115,3
ENSG00000183476,train,77980121,78111193,78077808,15
ENSG00000160886,train,142654154,142785226,142700111,8
ENSG00000188738,train,185653606,185784678,185738895,2
ENSG00000124839,valid,237513946,237645018,237601614,2
ENSG00000126351,train,39990181,40121253,40058290,17
ENSG00000089012,valid,1557292,1688364,1657779,20
ENSG00000166025,train,94628395,94759467,94706431,11
ENSG00000120162,train,27430382,27561454,27529781,9
ENSG00000203730,train,182319124,182450196,182400616,1
ENSG00000198270,train,111933741,112064813,112013185,12
ENSG00000230124,train,180416753,180547825,180502954,1
ENSG00000091039,train,76510281,76641353,76559809,12
ENSG00000176678,train,86527270,86658342,86576368,16
ENSG00000100784,na,na,na,91060636,14
ENSG00000141295,train,47730863,47861935,47841333,17
ENSG00000188404,train,169658517,169789589,169711698,1
ENSG00000232593,na,na,na,53094145,X
ENSG00000032444,train,7472687,7603759,7534004,19
ENSG00000171051,test,51746140,51877212,51804110,19
ENSG00000213465,train,64921309,65052381,65014113,11
ENSG00000275674,train,90158377,90289449,90266317,15
ENSG00000117054,train,75669932,75801004,75724347,1
ENSG00000160691,train,154898742,155029814,154974395,1
ENSG00000115468,valid,232582319,232713391,232606057,2
ENSG00000079482,na,na,na,68433913,X
ENSG00000185313,train,38748266,38879338,38794010,3
ENSG00000181072,train,136783551,136914623,136868669,7
ENSG00000004487,train,22949870,23080942,23019448,1
ENSG00000102901,train,67765956,67897028,67847811,16
ENSG00000117528,train,94365647,94496719,94418455,1
ENSG00000124098,valid,56278516,56409588,56358915,20
ENSG00000178502,train,41761354,41892426,41865431,17
ENSG00000084463,train,14748129,14879201,14803540,12
ENSG00000172575,train,38489523,38620595,38565575,15
ENSG00000105695,test,35269104,35400176,35292125,19
ENSG00000203883,valid,63962679,64093751,64049641,20
ENSG00000173171,train,155161138,155292210,155208699,1
ENSG00000141194,train,58095505,58226577,58148449,17
ENSG00000187134,train,4864326,4995398,4963253,10
ENSG00000019582,train,150343093,150474165,150412929,5
ENSG00000163006,train,108707047,108838119,108786757,2
ENSG00000260287,na,na,na,36323884,17
ENSG00000183891,train,19819663,19950735,19901986,2
ENSG00000139737,train,77588114,77719186,77697854,13
ENSG00000143476,train,211969872,212100944,212035553,1
ENSG00000105696,train,18551994,18683066,18607430,19
ENSG00000161921,train,4689447,4820519,4739922,17
ENSG00000215277,na,na,na,23185316,14
ENSG00000112339,train,135020581,135151653,135103056,6
ENSG00000146090,train,180098553,180229625,180209153,5
ENSG00000047188,train,113414167,113545239,113513683,5
ENSG00000158714,train,159753068,159884140,159826750,1
ENSG00000165195,valid,15257260,15388332,15335580,X
ENSG00000126822,na,na,na,64704102,14
ENSG00000135801,train,229571923,229702995,229626047,1
ENSG00000106608,train,43824024,43955096,43926411,7
ENSG00000263353,na,na,na,120889746,1
ENSG00000130226,train,153803050,153934122,153887097,7
ENSG00000183864,train,41378915,41509987,41447023,22
ENSG00000268434,test,45705803,45836875,45785973,19
ENSG00000135577,train,142039674,142170746,142088799,6
ENSG00000256660,valid,9904786,10035858,10010627,12
ENSG00000247315,na,na,na,296968,20
ENSG00000173660,train,46215981,46347053,46303631,1
ENSG00000120694,train,31078423,31209495,31162388,13
ENSG00000225327,na,na,na,7977985,8
ENSG00000152104,train,214462634,214593706,214552449,1
ENSG00000147613,train,86042217,86173289,86088621,8
ENSG00000228278,train,114271050,114402122,114329869,9
ENSG00000076258,train,171232893,171363965,171314208,1
ENSG00000175646,train,11227429,11358501,11281350,16
ENSG00000007952,valid,100775511,100906583,100874345,X
ENSG00000232423,na,na,na,12947580,1
ENSG00000023228,valid,206089160,206220232,206159603,2
ENSG00000088836,train,3152139,3283211,3239190,20
ENSG00000203872,train,87271147,87402219,87344849,6
ENSG00000130173,test,11155580,11286652,11237450,19
ENSG00000136689,train,113036581,113167653,113107214,2
ENSG00000205981,train,180886645,181017717,180989774,3
ENSG00000186047,train,50758123,50889195,50843939,13
ENSG00000171643,train,76743001,76874073,76850001,5
ENSG00000140534,train,89502387,89633459,89575482,15
ENSG00000214967,na,na,na,16379055,16
ENSG00000074047,train,120646065,120777137,120735623,2
ENSG00000152953,train,4983898,5114970,5051442,4
ENSG00000181562,test,20643914,20774986,20745892,14
ENSG00000156304,train,31637464,31768536,31732075,21
ENSG00000204520,train,31290513,31421585,31399784,6
ENSG00000213064,train,168149740,168280812,168225938,1
ENSG00000080910,train,196882102,197013174,196943772,1
ENSG00000146386,train,138956521,139087593,139028682,6
ENSG00000138650,train,133048251,133179323,133149315,4
ENSG00000126934,train,4061539,4192611,4124129,19
ENSG00000134551,valid,10822298,10953370,10929236,12
ENSG00000127511,train,16780821,16911893,16829400,19
ENSG00000118156,na,na,na,47555856,19
ENSG00000171433,na,na,na,48761750,X
ENSG00000183668,na,na,na,43269530,19
ENSG00000275591,train,6764225,6895297,6835644,8
ENSG00000255359,train,22757254,22888326,22860426,11
ENSG00000129480,test,31424680,31555752,31457510,14
ENSG00000155093,train,158526178,158657250,158587788,7
ENSG00000196228,train,108182255,108313327,108247195,2
ENSG00000170364,train,4208336,4339408,4303304,3
ENSG00000035403,train,73913171,74044243,73995193,10
ENSG00000161800,train,49942686,50073758,50033136,12
ENSG00000196890,train,228397662,228528734,228458107,1
ENSG00000005059,train,109498210,109629282,109560205,4
ENSG00000215018,train,7482178,7613250,7535853,7
ENSG00000181698,train,56196642,56327714,56274154,11
ENSG00000147234,valid,107427473,107558545,107522450,X
ENSG00000167562,na,na,na,52555457,19
ENSG00000006695,train,14004505,14135577,14069496,17
ENSG00000086589,train,150605489,150736561,150701107,5
ENSG00000168255,na,na,na,102572656,7
ENSG00000177275,valid,247842551,247973623,247924889,1
ENSG00000150054,train,28283169,28414241,28334486,10
ENSG00000137941,train,83935406,84066478,83999150,1
ENSG00000244734,train,5176722,5307794,5229395,11
ENSG00000170099,test,94274252,94405324,94323394,14
ENSG00000198755,train,35357651,35488723,35468408,6
ENSG00000198353,train,53944225,54075297,54016931,12
ENSG00000077935,train,45314855,45445927,45413619,22
ENSG00000074935,train,111995332,112126404,112087529,6
ENSG00000213402,train,67348472,67479544,67438067,11
ENSG00000113263,train,157073304,157204376,157142933,5
ENSG00000145555,train,16838951,16970023,16936276,5
ENSG00000160298,train,46214417,46345489,46323875,21
ENSG00000006652,train,112315124,112446196,112422968,7
ENSG00000095015,train,56735306,56866378,56815574,5
ENSG00000177853,train,96020034,96151106,96129715,10
ENSG00000185862,train,31265514,31396586,31314112,17
ENSG00000105352,test,41576999,41708071,41627074,19
ENSG00000131374,train,18377720,18508792,18444817,3
ENSG00000188817,train,63544688,63675760,63652668,3
ENSG00000164588,train,45591321,45722393,45696498,5
ENSG00000148814,train,132253120,132384192,132332154,10
ENSG00000076351,train,28313559,28444631,28407197,17
ENSG00000105732,test,42035755,42166827,42068477,19
ENSG00000180228,train,178372117,178503189,178451512,2
ENSG00000198342,train,12320089,12451161,12365905,19
ENSG00000204909,train,148243925,148374997,148321203,5
ENSG00000140403,train,78176918,78307990,78264086,15
ENSG00000154589,train,73884533,74015605,73991352,8
ENSG00000131115,test,44100157,44231229,44207547,19
ENSG00000162852,train,246496465,246627537,246566444,1
ENSG00000141096,train,67897154,68028226,67980829,16
ENSG00000187446,train,41179082,41310154,41230839,15
ENSG00000198276,valid,63847990,63979062,63956415,20
ENSG00000189357,train,81865144,81996216,81928514,9
ENSG00000142910,train,31521805,31652877,31576485,1
ENSG00000259680,na,na,na,33845229,16
ENSG00000213689,train,48391319,48522391,48465811,3
ENSG00000271303,na,na,na,653370,20
ENSG00000163683,train,39530114,39661186,39639090,4
ENSG00000244405,na,na,na,186110318,3
ENSG00000161405,train,39793384,39924456,39864188,17
ENSG00000186635,train,72695671,72826743,72793599,11
ENSG00000116991,train,232458279,232589351,232561558,1
ENSG00000141012,train,88757636,88888708,88856970,16
ENSG00000137571,train,69751796,69882868,69835064,8
ENSG00000173209,train,61081434,61212506,61177418,2
ENSG00000110367,train,118738826,118869898,118791149,11
ENSG00000116661,train,11602155,11733227,11655785,1
ENSG00000089053,train,121314398,121445470,121399896,12
ENSG00000135960,train,108903844,109034916,108989372,2
ENSG00000170486,train,52501047,52632119,52601538,12
ENSG00000164236,train,10475848,10606920,10564330,5
ENSG00000184221,train,33015043,33146115,33070144,21
ENSG00000125815,train,23422230,23553302,23491101,20
ENSG00000206043,train,74247814,74378886,74315813,18
ENSG00000151834,train,46418009,46549081,46475230,4
ENSG00000100294,train,43084489,43215561,43143394,22
ENSG00000185127,na,na,na,169702190,6
ENSG00000181929,train,48958701,49089773,49019197,12
ENSG00000282881,train,46478377,46609449,46533614,1
ENSG00000123178,train,49839737,49970809,49936490,13
ENSG00000145721,valid,97104584,97235656,97142872,5
ENSG00000196091,train,101503500,101634572,101568353,12
ENSG00000186812,train,35146189,35277261,35241030,18
ENSG00000099968,train,17582477,17713549,17628855,22
ENSG00000179841,na,na,na,64465499,14
ENSG00000169570,train,118924483,119055555,118988545,5
ENSG00000183978,train,42745339,42876411,42798704,17
ENSG00000197647,test,11958403,12089475,12035741,19
ENSG00000151151,train,58169411,58300483,58267934,10
ENSG00000136237,train,22307552,22438624,22357144,7
ENSG00000184206,na,na,na,84235773,15
ENSG00000167654,train,3799143,3930215,3879864,19
ENSG00000277893,train,31496285,31627357,31581067,2
ENSG00000172425,train,118476430,118607502,118527472,11
ENSG00000284695,train,69745216,69876288,69847786,4
ENSG00000166387,train,7407088,7538160,7513298,11
ENSG00000183309,train,143572540,143703612,143636013,8
ENSG00000251655,na,na,na,11395566,12
ENSG00000106991,train,127784444,127915516,127854756,9
ENSG00000243244,train,48420827,48551899,48529383,2
ENSG00000100241,train,50368959,50500031,50475024,22
ENSG00000181218,train,228397662,228528734,228457873,1
ENSG00000134640,train,92922821,93053893,92969720,11
ENSG00000284465,na,na,na,17585758,5
ENSG00000198597,na,na,na,30228290,19
ENSG00000170296,train,7182209,7313281,7242770,17
ENSG00000240432,train,30325484,30456556,30425968,21
ENSG00000101421,na,na,na,33811304,20
ENSG00000198829,train,151826288,151957360,151873643,3
ENSG00000164776,train,56025438,56156510,56092996,7
ENSG00000105258,test,36071927,36202999,36115346,19
ENSG00000124702,train,42967135,43098207,43014103,6
ENSG00000138942,train,31079872,31210944,31160183,22
ENSG00000132275,train,6554301,6685373,6603620,11
ENSG00000225556,train,151749990,151881062,151840557,1
ENSG00000106125,train,30704224,30835296,30771417,7
ENSG00000279804,na,na,na,13226106,1
ENSG00000136371,train,79816893,79947965,79897379,15
ENSG00000279073,train,136940694,137071766,137040436,9
ENSG00000163608,train,112926081,113057153,113019861,3
ENSG00000204228,train,33127285,33258357,33204642,6
ENSG00000181690,train,56107204,56238276,56211324,8
ENSG00000136381,train,78373715,78504787,78437431,15
ENSG00000164576,train,154344632,154475704,154445957,5
ENSG00000156097,train,109453417,109584489,109539872,1
ENSG00000163660,train,157074208,157205280,157160760,3
ENSG00000198889,na,na,na,126552851,X
ENSG00000145592,train,40736995,40868067,40835335,5
ENSG00000116120,valid,222604376,222735448,222656337,2
ENSG00000119973,train,118520491,118651563,118595699,10
ENSG00000106304,train,123860548,123991620,123925237,7
ENSG00000166938,train,66237900,66368972,66293217,15
ENSG00000268975,na,na,na,40771648,19
ENSG00000162620,train,74095556,74226628,74198187,1
ENSG00000106367,train,101097695,101228767,101154397,7
ENSG00000146576,valid,6548137,6679209,6590017,7
ENSG00000105784,train,87518702,87649774,87627548,7
ENSG00000198535,train,61973965,62105037,62066977,15
ENSG00000149654,na,na,na,46308498,20
ENSG00000184867,valid,101578334,101709406,101659891,X
ENSG00000153786,train,84952894,85083966,85011535,16
ENSG00000082293,train,69794933,69926005,69866571,6
ENSG00000043355,valid,99893486,100024558,99981772,13
ENSG00000146006,train,138800980,138932052,138875368,5
ENSG00000156050,test,73859610,73990682,73950414,14
ENSG00000124574,train,43360729,43491801,43427366,6
ENSG00000103723,train,82637650,82768722,82709914,15
ENSG00000129103,train,55959839,56090911,56064002,7
ENSG00000196369,na,na,na,145095528,1
ENSG00000159915,test,44214846,44345918,44259880,19
ENSG00000162337,train,68266858,68397930,68312609,11
ENSG00000111879,train,119080024,119211096,119149387,6
ENSG00000001461,train,24327449,24458521,24415794,1
ENSG00000138653,train,115008526,115139598,115113876,4
ENSG00000075391,train,177989590,178120662,178094141,1
ENSG00000171462,train,43360729,43491801,43456632,6
ENSG00000091656,train,76574092,76705164,76681219,8
ENSG00000214102,train,141637877,141768949,141708353,7
ENSG00000196954,train,104897437,105028509,104969436,11
ENSG00000115295,train,29003523,29134595,29097705,2
ENSG00000164266,train,147784732,147915804,147831786,5
ENSG00000137962,train,94168850,94299922,94275068,1
ENSG00000128833,train,52199714,52330786,52295798,15
ENSG00000012048,train,43073334,43204406,43170245,17
ENSG00000108061,train,110845408,110976480,110919547,10
ENSG00000008394,train,16256906,16387978,16347142,12
ENSG00000186326,test,32631257,32762329,32675407,19
ENSG00000006459,train,140129100,140260172,140177035,7
ENSG00000132773,train,45231996,45363068,45339670,1
ENSG00000168938,train,122926022,123057094,123036741,5
ENSG00000180817,train,70174028,70305100,70233911,10
ENSG00000134376,train,197210097,197341169,197268204,1
ENSG00000235608,na,na,na,1406331,4
ENSG00000118308,train,24915974,25047046,25004342,12
ENSG00000267909,test,69501428,69632500,69574837,14
ENSG00000205029,na,na,na,55838752,11
ENSG00000135406,train,49221097,49352169,49293252,12
ENSG00000235863,train,33192884,33323956,33277132,6
ENSG00000223601,train,22116863,22247935,22210021,10
ENSG00000165280,train,34974267,35105339,35073249,9
ENSG00000241404,train,32077701,32208773,32164583,6
ENSG00000182325,train,144294129,144425201,144359376,8
ENSG00000167653,train,142588555,142719627,142670308,8
ENSG00000183840,train,132328721,132459793,132416574,2
ENSG00000109991,train,57246226,57377298,57338374,11
ENSG00000159885,test,43985468,44116540,44025342,19
ENSG00000182580,test,184503976,184635048,184561784,3
ENSG00000214872,train,57443023,57574095,57542641,11
ENSG00000163362,train,200818042,200949114,200891048,1
ENSG00000242180,train,5242321,5373393,5343524,11
ENSG00000099937,na,na,na,20773879,22
ENSG00000283952,train,211117085,211248157,211188533,1
ENSG00000100285,train,29374298,29505370,29480230,22
ENSG00000172671,na,na,na,45672780,10
ENSG00000106692,train,105480784,105611856,105558130,9
ENSG00000124641,train,41851952,41983024,41921139,6
ENSG00000093167,train,37108291,37239363,37183689,3
ENSG00000234186,train,27014356,27145428,27066707,16
ENSG00000171236,train,4455133,4586205,4540474,19
ENSG00000184371,train,109847011,109978083,109910242,1
ENSG00000149532,train,61378963,61510035,61430031,11
ENSG00000239395,valid,247613173,247744245,247723764,1
ENSG00000101251,train,13910375,14041447,13996443,20
ENSG00000155099,train,90962142,91093214,91041064,8
ENSG00000081692,train,227676073,227807145,227735411,1
ENSG00000169551,na,na,na,135171398,X
ENSG00000196873,na,na,na,68232003,9
ENSG00000144559,train,11752221,11883293,11846919,3
ENSG00000152582,train,35554674,35685746,35617844,5
ENSG00000178789,train,74429656,74560728,74531474,17
ENSG00000204065,valid,103183980,103315052,103276872,X
ENSG00000261678,train,144228530,144359602,144336281,8
ENSG00000155495,test,141802779,141933851,141903894,X
ENSG00000158292,train,6157438,6288510,6260975,1
ENSG00000197568,train,70290814,70421886,70354805,1
ENSG00000140264,train,43737443,43868515,43777087,15
ENSG00000091181,train,3027554,3158626,3126613,3
ENSG00000112053,train,35948042,36079114,36024868,6
ENSG00000163312,train,83389808,83520880,83455856,4
ENSG00000129595,train,112364583,112495655,112419316,5
ENSG00000112561,train,41655155,41786227,41736259,6
ENSG00000206053,train,1584376,1715448,1678256,16
ENSG00000260458,na,na,na,21692523,17
ENSG00000213614,train,72273008,72404080,72376476,15
ENSG00000166685,train,73117676,73248748,73192632,17
ENSG00000167916,train,40646171,40777243,40703750,17
ENSG00000232388,train,18502305,18633377,18567347,20
ENSG00000176746,valid,26152715,26283787,26192440,X
ENSG00000183260,na,na,na,63861498,20
ENSG00000198812,train,69556787,69687859,69611162,12
ENSG00000168795,train,37401430,37532502,37465399,9
ENSG00000112033,train,35292052,35423124,35342558,6
ENSG00000141026,train,17415653,17546725,17476986,17
ENSG00000122574,train,29720239,29851311,29806486,7
ENSG00000130545,train,6357504,6488576,6463777,19
ENSG00000070731,train,76528824,76659896,76586956,17
ENSG00000269403,train,51302044,51433116,51368099,19
ENSG00000198515,train,47926786,48057858,48016672,4
ENSG00000225528,train,39870138,40001210,39960397,22
ENSG00000140961,train,83837711,83968783,83948282,16
ENSG00000267545,test,45132358,45263430,45179822,19
ENSG00000124237,valid,58113540,58244612,58150904,20
ENSG00000244607,train,42684206,42815278,42773253,3
ENSG00000198816,train,7407088,7538160,7515292,19
ENSG00000105501,train,51564440,51695512,51645545,19
ENSG00000176153,test,64913868,65044940,64942905,14
ENSG00000170540,na,na,na,18801678,16
ENSG00000188229,train,137137491,137268563,137241213,9
ENSG00000005448,train,74332432,74463504,74421678,2
ENSG00000205869,train,1503178,1634250,1585283,11
ENSG00000101638,train,46691613,46822685,46759257,18
ENSG00000186767,valid,63272208,63403280,63351344,X
ENSG00000198931,train,88757636,88888708,88811944,16
ENSG00000119906,train,100808761,100939833,100912569,10
ENSG00000124493,train,34045671,34176743,34155622,6
ENSG00000164631,na,na,na,6706923,7
ENSG00000065802,valid,238316769,238447841,238426742,2
ENSG00000141646,train,50955852,51086924,51028394,18
ENSG00000125977,valid,34028850,34159922,34112332,20
ENSG00000230657,test,11200165,11331237,11310435,12
ENSG00000223802,train,18814390,18945462,18896727,19
ENSG00000065978,train,42608036,42739108,42682427,1
ENSG00000134717,train,51988693,52119765,52056125,1
ENSG00000122376,na,na,na,87094161,10
ENSG00000183850,na,na,na,23075210,19
ENSG00000205208,train,158566262,158697334,158672255,4
ENSG00000213931,train,5439118,5570190,5505617,11
ENSG00000110906,train,109375380,109506452,109477544,12
ENSG00000105011,train,14091262,14222334,14136956,19
ENSG00000116649,train,11011764,11142836,11060024,1
ENSG00000139546,train,53419433,53550505,53500921,12
ENSG00000130544,na,na,na,7069444,19
ENSG00000177728,train,75348042,75479114,75441159,17
ENSG00000165023,train,90589811,90720883,90643105,9
ENSG00000175664,train,30881626,31012698,30932703,13
ENSG00000173327,train,65511700,65642772,65615382,11
ENSG00000115073,train,97620816,97751888,97664107,2
ENSG00000084731,train,25920370,26051442,25982749,2
ENSG00000184719,train,88476149,88607221,88584530,10
ENSG00000103018,train,69340332,69471404,69424525,16
ENSG00000088387,valid,98975974,99107046,99086625,13
ENSG00000268964,test,53007719,53138791,53044738,19
ENSG00000254995,valid,58572296,58703368,58651434,20
ENSG00000267881,na,na,na,41708612,19
ENSG00000119402,train,120699752,120830824,120793412,9
ENSG00000173511,train,64134121,64265193,64234538,11
ENSG00000152670,train,55685722,55816794,55738017,5
ENSG00000113946,test,190238426,190369498,190322541,3
ENSG00000166401,valid,63892983,64024055,63969925,18
ENSG00000168124,train,3158752,3289824,3204247,16
ENSG00000171199,train,70335607,70466679,70397882,4
ENSG00000183114,train,20457108,20588180,20552439,1
ENSG00000241258,train,66004461,66135533,66114604,7
ENSG00000150316,train,94890791,95021863,94973612,11
ENSG00000166762,na,na,na,43668118,15
ENSG00000119397,train,121027747,121158819,121074863,9
ENSG00000073614,train,337995,469067,389454,12
ENSG00000137875,train,52002917,52133989,52112775,15
ENSG00000198336,train,47140472,47271544,47200446,17
ENSG00000135299,train,89370315,89501387,89433170,6
ENSG00000141664,na,na,na,62523007,18
ENSG00000047597,test,37629904,37760976,37685759,X
ENSG00000173914,train,66626883,66757955,66677921,11
ENSG00000259571,train,122018776,122149848,122116215,11
ENSG00000142961,train,46543976,46675048,46616891,1
ENSG00000073861,train,47665264,47796336,47733244,17
ENSG00000271698,train,144294129,144425201,144355609,8
ENSG00000079805,test,10696824,10827896,10718079,19
ENSG00000128322,train,23470388,23601460,23580308,22
ENSG00000268902,valid,152618525,152749597,152714549,X
ENSG00000267179,test,11843714,11974786,11925075,19
ENSG00000163923,test,187141823,187272895,187180908,3
ENSG00000135617,train,73151650,73282722,73233238,2
ENSG00000277481,train,71898693,72029765,71999978,16
ENSG00000176720,na,na,na,241551424,2
ENSG00000172940,train,38157875,38288947,38265812,3
ENSG00000099204,train,114584551,114715623,114685003,10
